track_id;artists;album_name;track_name;popularity;duration_ms;explicit;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;time_signature;track_genre
28njLrZycTveXnYxP5CmbH;"Charlie Haden;Hank Jones";Ultimate Calm Christmas Jazz;It Came Upon The Midnight Clear;0;176653;False;0.494;0.0421;10;-26.853;1;0.0453;0.981;0.928;0.104;0.264;112.015;3;jazz
0xoavoSO8dgVPkmgCkJf5O;"Charlie Haden;Hank Jones";Ultimate Calm Christmas Jazz;God Rest Ye Merry Gentlemen;0;147773;False;0.532;0.0507;2;-27.646;0;0.0587;0.978;0.917;0.123;0.628;112.746;4;jazz
24ZeJGbJa1ONPUNDDR9Z1i;Club des Belugas;Kolibri - Jazz Selection;La Taillade;0;230322;False;0.603;0.555;11;-10.337;0;0.0357;0.0135;0.514;0.0852;0.195;124.048;4;jazz
5a1iz510sv2W9Dt1MvFd5R;Michael Bublé;Christmas (Deluxe Special Edition);It's Beginning to Look a Lot like Christmas;67;206639;False;0.339;0.214;4;-11.714;1;0.0375;0.908;7.47e-06;0.341;0.363;94.775;3;jazz
4RMcbb9ITtAESFO6Sg0DLo;"RLLBTS;Run Wallace;Golden Ticket Tapes";Sunflakes;Sunflakes;57;134318;False;0.697;0.575;0;-9.67;0;0.0406;0.00291;0.612;0.106;0.685;88.014;4;jazz
1VNfpCEQ0PfyfbuE5N8alF;Nina Simone;Cruella (Original Motion Picture Soundtrack);Feeling Good;48;173786;False;0.426;0.305;7;-10.094;0;0.0365;0.863;0.0;0.0993;0.537;82.059;4;jazz
3wMJQ5qeN02ljNn3lRMVka;"Scott Bradlee's Postmodern Jukebox;Haley Reinhart";Selfies on Kodachrome;Habits;59;215866;False;0.548;0.364;5;-9.465;1;0.0547;0.86;0.0;0.385;0.506;116.556;4;jazz
2ej1A2Ze6P2EOW7KfIosZR;"Nujabes;Cise Star;Akin Yai";Modal Soul;Feather (feat. Cise Starr & Akin from CYNE);63;175360;False;0.565;0.749;10;-6.629;0;0.0769;0.655;0.432;0.106;0.881;180.598;4;jazz
7Cg3F9ZsZ2TYUnlza49NYh;Bonobo;Black Sands;Kong;58;237826;False;0.542;0.749;6;-8.333;0;0.0277;0.173;0.942;0.315;0.674;;4;jazz
15tIB5MPquBcVd4pAVlzm1;"Hoffy Beats;Iamcloud";Levitation;Levitation;50;123347;False;0.701;0.015;10;-23.549;1;0.0561;0.863;0.927;0.0992;0.0364;125.019;4;jazz
5a2lHMvRRwhQp2zSwtjNmq;Kenny G;Duotones;Songbird;51;303506;False;0.453;0.292;7;-16.777;1;0.0342;0.041;0.814;0.0977;0.125;135.387;4;jazz
6YrAxoqTwEGmGI0NKQ4ugl;Zmeyev;Feelin' Good;Feelin' Good;55;132000;False;0.674;0.292;5;-13.884;0;0.0833;0.857;0.927;0.108;0.581;80.002;4;jazz
5AkV53fo1u01mi8r22JNeF;"Ardhito Pramono;Aurélie";I Just Couldn't Save You Tonight (feat. Aurélie) [Story of Kale - Original Motion Picture Soundtrack];I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack;71;219600;False;0.372;0.322;7;-9.831;1;0.0398;0.851;1.02e-06;0.108;0.152;85.064;4;jazz
3ObWIAbtVhxTPguDsHT9vf;Three Four Trio;A Simple Book;Evening Silence;62;267893;False;0.432;0.137;8;-16.853;1;0.0318;0.96;0.906;0.121;0.111;89.117;4;jazz
2gNjmvuQiEd2z9SqyYi8HH;"Louis Armstrong;Ella Fitzgerald";Porgy And Bess;Summertime;64;298133;False;0.172;0.0696;11;-21.295;0;0.0339;0.916;0.00199;0.137;0.103;167.974;5;jazz
6yKkA8HzwWTZ5taIMaG4Nm;Bill Evans Trio;Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster);My Foolish Heart;60;297320;False;0.395;0.121;9;-23.427;1;0.0327;0.935;0.397;0.697;0.139;114.521;4;jazz
7JhZI4MzYLnjQdvxco3kVU;Ardhito Pramono;Playlist, Vol. 2;Bulb;36;225500;False;0.561;0.427;7;-9.38;1;0.0387;0.109;0.0;0.327;0.449;76.988;4;jazz
1naVD19eofGpFf6wosmHIe;Perry Como;It's Impossible;And I Love You So;57;197626;False;0.415;0.22;8;-17.47;1;0.0261;0.878;0.651;0.125;0.268;90.267;4;jazz
0foCYfdIVahzQlj6H9ym6x;Sertab Erener;Aşk Ölmez;Sessiz Gemi;38;273000;False;0.371;0.462;7;-11.096;0;0.0583;0.377;0.0;0.26;0.462;135.872;3;jazz
1xhNZa02TcBmtAThitATDo;Andien;Metamorfosa;Indahnya Dunia;37;324920;False;0.66;0.468;1;-11.302;1;0.0276;0.857;0.00576;0.235;0.521;136.004;4;jazz
4p7na6NSU0F7lMOhx9kg9k;Kris Bowers;Bridgerton Season Two (Covers from the Netflix Series);Material Girl;59;244339;False;0.588;0.155;0;-20.621;1;0.0321;0.633;0.694;0.0748;0.404;136.482;4;jazz
4E3sRBOjCjxsotCLduEJcN;Gaye Su Akyol;Develerle Yaşıyorum;Yıllar Yılan;37;255720;False;0.662;0.409;2;-10.455;0;0.0414;0.325;0.00199;0.116;0.502;119.986;5;jazz
2MKLbFPQ3QDXpQ0KnS06Kl;Norah Jones;Feels Like Home;Those Sweet Words;64;202640;False;0.798;0.234;2;-10.699;1;0.0317;0.875;0.000626;0.134;0.403;103.152;4;jazz
64MgjDp6ijaLvS3T83JHX9;Dean Martin;Dean Martin Sings;That's Amore - Remastered;58;188106;False;0.352;0.157;10;-12.571;1;0.0337;0.771;0.0;0.108;0.571;157.895;3;jazz
1NbkW4qACyJ4MDpqP1kAC5;Tony Bennett;A Swingin' Christmas Featuring The Count Basie Big Band;Christmas Time Is Here;38;238680;False;0.249;0.235;9;-12.652;1;0.0295;0.777;2.26e-06;0.0986;0.115;116.38;3;jazz
0HLLXulya71QkF53jef2U3;Ceylan Ertem;Yine De Amin;Kovdum;39;225777;False;0.483;0.49;6;-7.935;1;0.04;0.819;0.000109;0.157;0.247;-1.0;4;jazz
6k9i1ZHcGUF2tTY1gvpBp8;"Scott Hamilton;Hans Backenroth;Kristian Leth;Jan Lundgren";Fraser Macpherson from the Pen Of;Night Spot;1;372447;False;0.551;0.271;5;-13.538;1;0.0336;0.77;0.457;0.134;0.561;101.771;4;jazz
07lspWYhdJtdn6f6e3DiCD;Maraca;Tremenda Rumba!;Castigala;38;234133;False;0.762;0.886;10;-3.816;0;0.0407;0.402;0.0;0.04;0.967;102.059;4;jazz
387MQzCz2bbzc6PeM79MmK;MALIQ & D'Essentials;Musik Pop;Semesta;38;285752;False;0.391;0.721;2;-7.223;1;0.0473;0.333;5.39e-05;0.121;0.478;173.837;4;jazz
01N4rGD2WJZewp4RAu8034;Kızılırmak;Figan;Kime Kin Ettin;37;257600;False;0.619;0.318;3;-11.953;1;0.0384;0.839;8.75e-06;0.2;0.627;140.725;1;jazz
1NyBy7w03Bpum3LfvQBT9Q;Levent Yüksel;Uslanmadım;Bu Aşkın Katili Sensin;37;245585;False;0.656;0.797;5;-5.863;1;0.0373;0.0207;2.79e-06;0.0605;0.397;96.041;4;jazz
4aoN6rHl9SkAZJw8BFh4yf;Zülfü Livaneli;Nefesim Nefesine;Nefesim Nefesine;38;338866;False;0.398;0.318;3;-12.283;1;0.0299;0.544;6.02e-06;0.0875;0.137;105.849;4;jazz
0Oho1Elt6nNyiHZyZR8OaG;Jane Monheit;Surrender;A Time For Love;36;301320;False;0.249;0.284;1;-12.1;0;0.0368;0.941;5.62e-05;0.239;0.0738;116.665;4;jazz
6s2u8neVUCKOxvKDW6ZT9o;Sertab Erener;Ben Yaşarım;Belki De Aşk Lazım Değildir;38;222733;False;0.461;0.39;7;-10.973;0;0.0385;0.577;7.04e-06;0.12;0.498;172.044;4;jazz
2BHwWqwuwcC5Zk6dpThXph;Cornelis Vreeswijk;Tio vackra visor och personliga Person;Deirdres samba;38;181800;False;0.624;0.296;0;-17.159;1;0.0585;0.93;0.108;0.128;0.854;100.481;4;jazz
3Nsn3y2IpzcuDIKZDgS3oS;Luis Arcaraz Y Su Orquesta;Cita Con Luis Arcaraz;Viajera;37;197373;False;0.334;0.332;8;-7.029;1;0.0261;0.918;0.00236;0.366;0.429;97.086;4;jazz
1kkCeMpEx707LGM1nh9uyG;48th St. Collective;Vintage Café: Lounge and Jazz Blends, Vol. 22;Love is in the Air;0;171039;False;0.64;0.395;2;-11.977;1;0.0264;0.79;0.12;0.0946;0.439;108.062;4;jazz
3JsRfuGn1X2A4DdbxCvhaj;Gil Scott-Heron;Aliens Fireteam Elite The Ultimate Fantasy Playlist;Alien;0;572426;False;0.459;0.727;2;-11.668;1;0.593;0.766;0.0;0.959;0.596;107.96;4;jazz
2awoFGsXQwiU935BUlM6Wf;Gil Scott-Heron;Glitch The Ultimate Fantasy Playlist;Alien;0;572426;False;0.459;0.727;2;-11.668;1;0.593;0.766;0.0;0.959;0.596;107.96;4;jazz
2Lpy3EwCxTCDnpSoraugYc;Madeleine Peyroux;Half The Perfect World;Half The Perfect World;36;261453;False;0.611;0.222;5;-14.259;0;0.0287;0.954;0.184;0.119;0.355;109.163;4;jazz
1ZQ3HIqSmUJVqMy4Jv7nS9;Peter Cincotti;Jazz Holiday;Some Kind Of Wonderful;37;212426;False;0.769;0.293;5;-12.561;1;0.0298;0.665;0.00134;0.187;0.434;105.992;4;jazz
5H2RIq9BmVHWqoPIhR385G;Tulus;Langsung Dari Konser Monokrom Jakarta (Live);Pembuka - Live;37;212069;False;0.636;0.599;0;-9.378;1;0.0282;0.00885;0.933;0.14;0.653;101.615;4;jazz
6Ymx0XmzUFnwCA8pZaY0XV;"Mel Tormé;Stephan Moccio";Weihnachten Klassik 2022;The Christmas Song (arr. piano);0;250906;False;0.361;0.0156;6;-29.853;1;0.0378;0.987;0.945;0.108;0.0717;123.646;5;jazz
760Z6GTmf5KVEC0goW8doX;Elis Regina;The Essential;O Trem Azul;37;273026;False;0.373;0.716;7;-6.618;1;0.0408;0.673;0.0102;0.122;0.401;139.556;4;jazz
2kIawdmEzVhR9F0Z8EsOns;"Bobby Cruz;Ricardo ""Richie"" Ray";Felices Pascuas;Bomba en Navidad;38;306760;False;0.648;0.748;10;-7.49;1;0.0635;0.747;0.00138;0.261;0.95;109.384;4;jazz
7esh5OJ7CP435rmXeGm305;Eartha Kitt;Classic Christmas Greatest Hits;Santa Baby;0;168949;False;0.467;0.237;5;-13.373;0;0.0542;0.892;3.46e-06;0.148;0.388;101.759;4;jazz
408bvXQ6HK3nFh1OYFPyA0;Marie Fredriksson;Het Vind;Rickie Lee;38;148626;False;0.648;0.916;2;-3.144;1;0.0278;0.26;0.0;0.253;0.892;126.533;4;jazz
1hLRoUONVzeTkWZT7pCuvs;Judy Garland;Rockin' Around The Christmas Tree 2022;Have Yourself A Merry Little Christmas;0;165026;False;0.23;0.163;6;-14.909;1;0.0351;0.97;0.00424;0.262;0.102;102.777;3;jazz
7iDDlE7hd3j6MhPHktza8o;C.V. Jørgensen;Tidens Tern;Sæsonen er slut;38;273200;False;0.51;0.651;7;-8.651;1;0.0348;0.553;2.28e-06;0.107;0.596;124.984;4;jazz
2etqMd6kibMrZoPCPd2fMi;Robert Broberg;Höjdare;Mitt lilla fejs & jag;37;79066;False;0.833;0.528;8;-9.582;1;0.238;0.893;0.0;0.604;0.87;133.742;4;jazz
1bKRkiT7RdtyO5G6Q05IJj;Scott Hamilton;Ultimate Calm Christmas Jazz;Little Drummer Boy;0;362066;False;0.509;0.383;2;-9.993;1;0.0277;0.905;0.902;0.094;0.341;;4;jazz
46kKB60L52z7OXqZaxc8pJ;Billo's;Exitos De Billo's Caracas Boys;Mi Cali Bella;38;187959;False;0.454;0.621;3;-6.782;0;0.0816;0.49;1.15e-05;0.131;0.877;195.995;4;jazz
0VjIjW4GlUZAMYd2vXMi3b;The Weeknd;After Hours;Blinding Lights;91;200040;False;0.514;0.73;1;-5.934;1;0.0598;0.00146;9.54e-05;0.0897;0.334;171.005;4;pop
3yV2c3cYhkAwSsxAq6nRiv;Gajendra Verma;Table No. 21 (Original Motion Picture Soundtrack);Mann Mera;74;200120;False;0.535;0.765;1;-7.862;0;0.0444;0.054;0.0;0.0921;0.373;191.827;4;pop
1aL9518P5G72N92b48tuKw;AP Dhillon;Summer High;Summer High;83;177391;False;0.86;0.541;1;-6.51;0;0.0325;0.165;0.163;0.0663;0.952;114.984;4;pop
5IgjP7X4th6nMNDh4akUHb;Chris Brown;Indigo (Extended);Under The Influence;96;184613;True;0.733;0.69;9;-5.529;0;0.0427;0.0635;1.18e-06;0.105;0.31;116.992;4;pop
7MXVkk9YMctZqd1Srtv4MB;"The Weeknd;Daft Punk";Starboy;Starboy;90;230453;True;0.679;0.587;7;-7.015;1;0.276;0.141;6.35e-06;0.137;0.486;186.003;4;pop
3UhmuWcFaLS3AO3kI9ynQ2;"AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr";Insane;Insane;77;206060;False;0.796;0.572;8;-7.03;0;0.0545;0.416;2.55e-05;0.0975;0.304;98.967;4;pop
2l3dFxtoSMgMQVyRIUHjpz;Mitraz;Akhiyaan;Akhiyaan;74;191868;False;0.724;0.618;2;-9.007;1;0.0534;0.0533;0.704;0.0886;0.0683;100.021;4;pop
3wz2vWhYnnBoFmgMkqtzLy;"Chani Nattan;Inderpal Moga";Daku;Daku;75;131077;False;0.847;0.558;8;-5.855;0;0.0663;0.325;0.0;0.135;0.495;98.062;4;pop
6zAvNLJkdyRApUHnlJjKfO;Ali Zafar;Jhoom;Jhoom - R&B Mix;73;298986;False;0.662;0.4;2;-11.2;1;0.0548;0.735;1.65e-05;0.0863;0.617;79.972;4;pop
32LKwbmh6yVsWoRRF8DIvf;Pav Dharia;Na Ja;Na Ja;76;208000;False;0.772;0.649;2;-6.411;1;0.143;0.0724;0.0;0.0761;0.824;90.072;4;pop
29m79w9xPMH4YCD6r8JSmV;"AP Dhillon;Gurinder Gill;Intense";Excuses;Excuses;82;176232;False;0.837;0.717;5;-7.749;0;0.0822;0.0842;0.0;0.149;0.494;94.984;4;pop
3USxtqRwSYz57Ewm6wWRMp;Glass Animals;Dreamland;Heat Waves;83;238805;False;0.761;0.525;11;-6.9;1;0.0944;0.44;6.7e-06;0.0921;0.531;80.87;4;pop
58HvfVOeJY7lUuCqF0m3ly;Elley Duhé;MIDDLE OF THE NIGHT;MIDDLE OF THE NIGHT;90;184447;False;0.41;0.611;4;-8.271;0;0.0467;0.0228;0.0;0.116;0.0899;185.727;3;pop
5O2P9iiztwhomNh8xkR9lJ;One Direction;FOUR (Deluxe);Night Changes;88;226600;False;0.672;0.52;8;-7.747;1;0.0353;0.859;0.0;0.115;0.37;120.001;4;pop
58f4twRnbZOOVUhMUpplJ4;"AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon";Brown Munde;Brown Munde;76;254400;False;0.854;0.611;8;-6.26;0;0.0864;0.223;0.0;0.119;0.417;100.024;4;pop
2eAvDnpXP5W0cVtiI0PUxV;Ruth B.;Safe Haven;Dandelions;90;233720;False;0.609;0.692;1;-2.958;1;0.0259;0.0157;0.0;0.0864;0.454;116.959;3;pop
3mZLiEDAHIjZ8ms5Lxq33F;Diljit Dosanjh;Drive Thru;Peaches;74;189176;False;0.663;0.478;4;-7.265;0;0.185;0.095;0.0;0.0705;0.341;;4;pop
2NTVtNcpC0i1R7LVGaCZCF;"Badshah;Nikhita Gandhi";Jugnu;Jugnu;74;230400;False;0.716;0.803;10;-5.14;0;0.0445;0.03;0.0;0.0817;0.325;124.961;4;pop
0yCWDaAgOtg6TKlNCg9rwA;King;The Carnival;Tu Aake Dekhle;81;270000;False;0.77;0.84;11;-4.022;1;0.107;0.515;0.00452;0.145;0.192;96.012;4;pop
6TClJ8jXi3OBV7gcrU3jx5;"AP Dhillon;Gurinder Gill";HIDDEN GEMS;TERE TE;75;114418;False;0.692;0.488;7;-10.96;0;0.135;0.0508;0.0;0.154;0.299;171.9;4;pop
2eTkxblLeqdTSsb2ivafDX;"Ankit Tiwari;Manoj Muntashir";"Galliyan Returns (From ""Ek Villain Returns"")";"Galliyan Returns (From ""Ek Villain Returns"")";77;350011;False;0.43;0.612;10;-5.534;0;0.0392;0.432;2.29e-06;0.0955;0.241;85.959;4;pop
4PwTeFfKqmR3XIeXXUBDOf;"Sachet-Parampara;Sachet Tandon";"Maiyya Mainu (From ""Jersey"")";"Maiyya Mainu (From ""Jersey"")";78;231575;False;0.63;0.739;0;-3.942;1;0.0248;0.194;0.0;0.113;0.224;109.985;4;pop
1iZLpuGMr4tn1F5bZu32Kb;Harrdy Sandhu;Bijlee Bijlee;Bijlee Bijlee;74;168450;False;0.795;0.67;1;-5.313;0;0.143;0.269;0.0;0.0733;0.643;100.004;4;pop
0tgVpDi06FyKpA1z0VMD4v;Ed Sheeran;÷ (Deluxe);Perfect;87;263400;False;0.599;0.448;8;-6.312;1;0.0232;0.163;0.0;0.106;0.168;95.05;3;pop
0mBP9X2gPCuapvpZ7TGDk3;"Charlie Puth;Jung Kook;BTS";Left and Right (Feat. Jung Kook of BTS);Left and Right (Feat. Jung Kook of BTS);92;154486;False;0.881;0.592;2;-4.898;1;0.0324;0.619;1.32e-05;0.0901;0.719;101.058;4;pop
3ZGJhN4unVspOqpwGvUL2W;Diljit Dosanjh;Drive Thru;Lemonade;74;166666;False;0.789;0.744;1;-7.245;1;0.0414;0.281;0.0;0.0763;0.783;143.998;4;pop
5pcmtf1lwrMqmAWWm248fY;"AP Dhillon;Gurinder Gill";HIDDEN GEMS;DESIRES;76;168000;False;0.863;0.387;5;-10.057;0;0.256;0.365;0.00238;0.06;0.39;100.013;4;pop
7B4uYqxTpTOS1sgxFB9Ann;Sidhu Moose Wala;The Last Ride;The Last Ride;77;262247;False;0.792;0.647;10;-5.447;0;0.334;0.0299;0.0;0.119;0.638;89.029;4;pop
5W7DOVGQLTigu09afW7QMT;Sidhu Moose Wala;Moosetape;295;78;270000;False;0.557;0.794;11;-5.698;0;0.2;0.179;0.0;0.106;0.432;91.366;4;pop
0ojpEubhy4JNeVftmVuiN7;"Armaan Malik;Vishal Mishra";Kabir Singh;Pehla Pyaar;76;272532;False;0.607;0.713;4;-5.105;1;0.03;0.56;4.98e-05;0.101;0.611;124.868;4;pop
2qxmye6gAegTMjLKEBoR3d;Alec Benjamin;Narrated For You;Let Me Down Slowly;85;169353;False;0.652;0.557;1;-5.714;0;0.0318;0.74;0.0;0.124;0.483;150.073;4;pop
7qiZfU4dY1lWllzX7mPBI3;Ed Sheeran;÷ (Deluxe);Shape of You;86;233712;False;0.825;0.652;1;-3.183;0;0.0802;0.581;0.0;0.0931;0.931;95.977;4;pop
7eNSk0grNnO7MqjLZzs6MM;"Mithoon;Arijit Singh;Neeti Mohan;Karan Malhotra";Shamshera;Fitoor;74;308459;False;0.516;0.481;0;-9.234;1;0.0433;0.819;2.87e-06;0.0893;0.212;138.997;4;pop
60YICjIPdL7LDBcCMK0tAk;"Sidhu Moose Wala;Sunny Malton;The Kidd";Levels;Levels;76;228705;True;0.592;0.728;2;-6.098;1;0.311;0.00148;0.0;0.379;0.577;113.17;5;pop
58ynJq9eLLDChA3GNFJcDL;"Akhil Sachdeva;Mansheel Gujral";"Channa Ve (From ""Bhoot - Part One: The Haunted Ship"")";Channa Ve;75;211578;False;0.676;0.696;9;-6.68;1;0.0452;0.666;0.0;0.0931;0.606;;4;pop
7oN0Wo7sCVvXPdpxoio3JM;Madhur Sharma;Kali Kali Zulfon Ke (Lo-Fi);Kali Kali Zulfon Ke (Lo-Fi);76;77142;False;0.464;0.491;7;-7.039;1;0.0392;0.837;1.39e-06;0.111;0.106;76.739;3;pop
1Nr46gjiP50uPsz30gYhAd;"Santhosh Narayanan;Anirudh Ravichander";"Thenmozhi (From ""Thiruchitrambalam"")";"Thenmozhi (From ""Thiruchitrambalam"")";79;173225;False;0.764;0.532;9;-5.979;0;0.0491;0.598;0.0;0.26;0.859;123.95;4;pop
5WzfGg2ueNoOS5aIkaR9qX;"Arijit Singh;Rupali Moghe";Badhaai Do (Original Motion Picture Soundtrack);Atak Gaya - Arijit Singh;74;199407;False;0.4;0.366;6;-8.598;1;0.0342;0.87;0.00163;0.102;0.508;80.568;4;pop
2rOnSn2piaqLAlYjtfUBlY;"Tanishk Bagchi;Jubin Nautiyal;Asees Kaur";"Raataan Lambiyan (From ""Shershaah"")";"Raataan Lambiyan (From ""Shershaah"")";78;230292;False;0.72;0.63;10;-5.549;1;0.0413;0.615;0.0;0.108;0.512;81.009;4;pop
2J2Z1SkXYghSajLibnQHOa;Sia;This Is Acting;Unstoppable;81;217746;False;0.468;0.779;9;-4.839;1;0.0779;0.112;0.000373;0.101;0.26;173.799;4;pop
2kOH2QZB7F7I1iVXqwKuBF;"Dhanush;Anirudh Ravichander";"Mayakkama Kalakkama (From ""Thiruchitrambalam"")";"Mayakkama Kalakkama (From ""Thiruchitrambalam"")";77;142258;False;0.789;0.536;9;-5.422;0;0.0424;0.604;2.09e-06;0.088;0.877;124.029;4;pop
72zHuDxFQTjbL51qJQSA7j;"Jasleen Royal;B Praak;Romy;Anvita Dutt";"Ranjha (From ""Shershaah"")";"Ranjha (From ""Shershaah"")";77;228855;False;0.603;0.573;1;-5.843;1;0.0502;0.478;0.0;0.0971;0.236;82.941;4;pop
2tMoOS9grHtn4upzb4LwMG;"Dhibu Ninan Thomas;Kapil Kapilan";"Adiye (From ""Bachelor"")";"Adiye - From ""Bachelor""";76;272000;False;0.709;0.454;9;-7.843;0;0.167;0.445;0.0;0.136;0.548;90.038;4;pop
6tCd8bPvYnceDG7W9M1RMk;BLACKPINK;BORN PINK;Shut Down;87;175889;False;0.813;0.657;0;-6.447;1;0.0372;0.00269;0.0;0.183;0.651;110.053;3;pop
5urYiIXu1ZhfMAOsp7WDTc;"Yasser Desai;Neha Kakkar;Rajat Nagpal";"Dil Ko Karaar Aaya (From ""Sukoon"")";"Dil Ko Karaar Aaya (From ""Sukoon"")";77;231486;False;0.55;0.448;11;-9.117;1;0.0366;0.777;0.000459;0.111;0.388;147.986;4;pop
6TQS7URegxmcb8tTNpoXzi;"Dhanush;Anirudh Ravichander";"Megham Karukatha (From ""Thiruchitrambalam"")";"Megham Karukatha (From ""Thiruchitrambalam"")";80;290400;False;0.429;0.614;4;-6.573;0;0.0709;0.513;0.000316;0.0922;0.743;149.966;3;pop
1pean7zvZUqcWZaUucH63f;"Dhanush;Anirudh Ravichander";"Thaai Kelavi (From ""Thiruchitrambalam"")";"Thaai Kelavi (From ""Thiruchitrambalam"")";76;258909;False;0.661;0.92;9;-3.469;0;0.188;0.0352;1.4e-05;0.314;0.494;82.508;4;pop
1uJ2czshFLqimctgvsxfv2;"A.R. Rahman;A. R. Reihana;Bamba Bakya";"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]";"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil";77;290526;False;0.687;0.637;10;-9.55;0;0.13;0.12;0.0;0.291;0.56;152.0;4;pop
3BVjPpVvki8Jpm1Ew21UjH;"Vishal Chandrashekhar;S.P. Charan";"Inthandham [From ""Sita Ramam (Telugu)""]";"Inthandham (From ""Sita Ramam (Telugu)"")";73;218808;False;0.652;0.37;4;-9.922;1;0.0604;0.661;0.0;0.109;0.662;99.894;4;pop
3i7qScF9Oyp31O9bAutJez;"A.R. Rahman;Madhushree";Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack);Mallipoo;79;245365;False;0.715;0.654;2;-7.266;1;0.336;0.196;0.000117;0.0667;0.762;175.589;3;pop
0T5iIrXA4p5GsubkhuBIKV;Stephen Sanchez;Until I Found You;Until I Found You;90;177720;False;0.539;0.508;10;-6.05;1;0.0288;0.727;0.0;0.174;0.227;101.358;3;pop
3nqQXoyQOWXiESFLlDF1hG;"Sam Smith;Kim Petras";Unholy (feat. Kim Petras);Unholy (feat. Kim Petras);100;156943;False;0.714;0.472;2;-7.375;1;0.0864;0.013;4.51e-06;0.266;0.238;131.121;4;pop
4LRPiXqCikLlN15c3yImP7;Harry Styles;As It Was;As It Was;95;167303;False;0.52;0.731;6;-5.338;0;0.0557;0.342;0.00101;0.311;0.662;173.93;4;pop
0u2P5u6lvoDfwTYjAADbn4;"Billie Eilish;Khalid";lovely (with Khalid);lovely (with Khalid);89;200185;False;0.351;0.296;4;-10.109;0;0.0333;0.934;0.0;0.095;0.12;115.284;4;pop
5HCyWlXZPP0y6Gqq8TgA20;"The Kid LAROI;Justin Bieber";STAY (with Justin Bieber);STAY (with Justin Bieber);89;141805;True;0.591;0.764;1;-5.484;1;0.0483;0.0383;0.0;0.103;0.478;169.928;4;pop
3sqRODOZ1Z6hR4F2tnFAlg;Maninder Buttar;Sakhiyaan;Sakhiyaan;73;179325;False;0.706;0.674;9;-5.932;1;0.044;0.3;0.0;0.202;0.359;83.001;4;pop
0a6zRnrjmaOcqsEIFkXIhw;Akhil;Khaab;Khaab;72;201689;False;0.662;0.661;0;-5.689;1;0.0514;0.417;0.0;0.0784;0.222;80.009;4;pop
1SOClUWhOi8vHZYMz3GluK;Jaymes Young;Feel Something;Infinity;85;237720;False;0.671;0.673;11;-6.941;0;0.0444;0.148;5.29e-05;0.304;0.494;121.963;4;pop
7MBqVOzb8C3f0FXr2LBLiq;"OAFF;Savera;Lothika;Kausar Munir";"Doobey (From ""Gehraiyaan"")";"Doobey (From ""Gehraiyaan"")";73;219686;False;0.751;0.669;3;-6.532;0;0.0359;0.342;1.31e-05;0.0822;0.359;119.014;4;pop
6fhG2KJgwO7CrNflRaRmvp;"Ruth B.;slater";Dandelions (slowed + reverb);Dandelions - slowed + reverb;81;268717;False;0.573;0.715;8;-3.293;0;0.0256;0.0444;0.0;0.0898;0.258;101.699;3;pop
0lYBSQXN6rCTvUZvg9S0lU;"DJ Snake;Justin Bieber";Encore;Let Me Love You;84;205946;False;0.649;0.716;8;-5.371;1;0.0349;0.0863;2.63e-05;0.135;0.163;99.988;4;pop
7BKLCZ1jbUBVqRi2FVlTVw;"The Chainsmokers;Halsey";Closer;Closer;84;244960;False;0.748;0.524;8;-5.599;1;0.0338;0.414;0.0;0.111;0.661;95.01;4;pop
6XPmY4hIb1RGRyNuq0UBsl;The PropheC;The Lifestyle;Kina Chir;72;216026;False;0.622;0.431;11;-8.26;0;0.0293;0.0955;0.0;0.088;0.365;117.919;4;pop
6DefzsWqnwrFrmNVnJxWkS;Asim Azhar;Jo Tu Na Mila;Jo Tu Na Mila;72;234037;False;0.508;0.507;0;-5.33;0;0.0384;0.0636;1.15e-05;0.359;0.218;159.68;4;pop
7ef4DlsgrMEH11cDZd32M6;"Calvin Harris;Dua Lipa";One Kiss (with Dua Lipa);One Kiss (with Dua Lipa);89;214846;False;0.791;0.862;9;-3.24;0;0.11;0.037;2.19e-05;0.0814;0.592;123.994;4;pop
2tjWCe2W7sgvS3C8NHcdtI;"Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob";"Duniyaa (From ""Luka Chuppi"")";"Duniyaa (From ""Luka Chuppi"")";74;222500;False;0.435;0.658;7;-5.949;0;0.0368;0.699;0.0;0.125;0.524;77.17;4;pop
4iFPsNzNV7V9KJgcOX7TEO;"Atif Aslam;Pritam";Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack);Tu Jaane Na;72;341933;False;0.702;0.86;7;-3.969;1;0.0345;0.361;1.33e-06;0.133;0.829;120.042;4;pop
1L3Nsi7YXtBxTdnbqektia;Darshan Raval;Hawa Banke;Hawa Banke;71;171987;False;0.625;0.598;7;-6.6;0;0.0373;0.616;0.0;0.299;0.5;90.078;4;pop
